brand,sentiment,total_words,words,own_ratio,total_ratio,odds.ratio
Cabin Still,trust,60,5.0,0.09836065573770492,0.06192397008627474,0.667583384031888
Canadian Club,anger,3457,66.0,0.019375361480624638,0.01805587484422074,0.10175490307232254
Canadian Club,anticipation,3457,150.0,0.04366685945633314,0.054584188292094146,-0.32194432264313033
Canadian Club,disgust,3457,99.0,0.02891844997108155,0.03530989560699559,-0.2880823298974426
Canadian Club,fear,3457,52.0,0.015326778484673221,0.01780227637249029,-0.21600723933450156
Canadian Club,joy,3457,141.0,0.0410641989589358,0.05542922526541431,-0.4327656875721782
Canadian Club,negative,3457,228.0,0.06622325043377675,0.06256585673196113,0.08196225591484596
Canadian Club,positive,3457,407.0,0.11798727588201273,0.13041148269918745,-0.14443962089102452
Canadian Club,sadness,3457,68.0,0.01995373048004627,0.02120217312007962,-0.08755364871219323
Canadian Club,surprise,3457,100.0,0.029207634470792367,0.036466587885671795,-0.3202296966736796
Canadian Club,trust,3457,196.0,0.05696934644303065,0.06192397008627474,-0.1203121133122875
Canadian Mist,anger,1107,30.0,0.027978339350180504,0.01805587484422074,0.6318420105945187
Canadian Mist,anticipation,1107,57.0,0.052346570397111915,0.054584188292094146,-0.06038807924754354
Canadian Mist,disgust,1107,45.0,0.04151624548736462,0.03530989560699559,0.23360342397793882
Canadian Mist,fear,1107,23.0,0.021660649819494584,0.01780227637249029,0.2830147944165489
Canadian Mist,joy,1107,45.0,0.04151624548736462,0.05542922526541431,-0.4169708634267539
Canadian Mist,negative,1107,94.0,0.08574007220216606,0.06256585673196113,0.4545940637419432
Canadian Mist,positive,1107,137.0,0.12454873646209386,0.13041148269918745,-0.06636051849125761
Canadian Mist,sadness,1107,22.0,0.02075812274368231,0.02120217312007962,-0.030536161840255996
Canadian Mist,surprise,1107,48.0,0.04422382671480144,0.036466587885671795,0.2782486522828272
Canadian Mist,trust,1107,55.0,0.05054151624548736,0.06192397008627474,-0.2930290231179663
Caol Ila,anger,13139,255.0,0.019482496194824964,0.01805587484422074,0.10971021104714011
Caol Ila,anticipation,13139,676.0,0.0515220700152207,0.054584188292094146,-0.08329253996062258
Caol Ila,disgust,13139,496.0,0.0378234398782344,0.03530989560699559,0.09920802032270877
Caol Ila,fear,13139,259.0,0.0197869101978691,0.01780227637249029,0.15248461756334364
Caol Ila,joy,13139,715.0,0.054490106544901065,0.05542922526541431,-0.02465253138001394
Caol Ila,negative,13139,818.0,0.06232876712328767,0.06256585673196113,-0.005477392108499529
Caol Ila,positive,13139,1564.0,0.11910197869101978,0.13041148269918745,-0.1308735226099496
Caol Ila,sadness,13139,294.0,0.022450532724505326,0.02120217312007962,0.08253753719143098
Caol Ila,surprise,13139,515.0,0.039269406392694065,0.036466587885671795,0.10683057443036946
Caol Ila,trust,13139,817.0,0.062252663622526634,0.06192397008627474,0.00763759860567487
Caperdonich,anger,3993,81.0,0.020530796194291438,0.01805587484422074,0.18532125343094322
Caperdonich,anticipation,3993,223.0,0.05608412618928393,0.054584188292094146,0.03910939628770412
Caperdonich,disgust,3993,131.0,0.033049574361542315,0.03530989560699559,-0.0954408641154047
Caperdonich,fear,3993,109.0,0.02754131196795193,0.01780227637249029,0.6295355558252681
Caperdonich,joy,3993,221.0,0.05558337506259389,0.05542922526541431,0.004006595471554986
Caperdonich,negative,3993,280.0,0.07035553329994992,0.06256585673196113,0.16928832423713736
Caperdonich,positive,3993,498.0,0.12493740610916375,0.13041148269918745,-0.061865421326950415
Caperdonich,sadness,3993,100.0,0.02528793189784677,0.02120217312007962,0.2542369134597415
Caperdonich,surprise,3993,122.0,0.030796194291437155,0.036466587885671795,-0.24382313788792542
Caperdonich,trust,3993,264.0,0.06634952428642965,0.06192397008627474,0.09958815288020716
Cardhu,anger,1308,17.0,0.013750954927425516,0.01805587484422074,-0.3929365142460964
Cardhu,anticipation,1308,64.0,0.04965622612681436,0.054584188292094146,-0.13650847724271362
Cardhu,disgust,1308,39.0,0.030557677616501147,0.03530989560699559,-0.20853765308776406
Cardhu,fear,1308,17.0,0.013750954927425516,0.01780227637249029,-0.3725299207583473
Cardhu,joy,1308,65.0,0.05042016806722689,0.05542922526541431,-0.13664591602136578
Cardhu,negative,1308,73.0,0.05653170359052712,0.06256585673196113,-0.14631539485610723
Cardhu,positive,1308,170.0,0.1306340718105424,0.13041148269918745,0.002460323720418829
Cardhu,sadness,1308,23.0,0.01833460656990069,0.02120217312007962,-0.209642833072165
Cardhu,surprise,1308,53.0,0.04125286478227655,0.036466587885671795,0.17791909443503529
Cardhu,trust,1308,74.0,0.057295645530939646,0.06192397008627474,-0.11207247057574181
Caribou Crossing,anger,329,2.0,0.00909090909090909,0.01805587484422074,-0.9899718472678277
Caribou Crossing,anticipation,329,11.0,0.03636363636363636,0.054584188292094146,-0.585986621850587
Caribou Crossing,disgust,329,9.0,0.030303030303030304,0.03530989560699559,-0.22061048538833902
Caribou Crossing,fear,329,1.0,0.006060606060606061,0.01780227637249029,-1.5545277545012348
Caribou Crossing,joy,329,5.0,0.01818181818181818,0.05542922526541431,-1.608150366959238
Caribou Crossing,negative,329,15.0,0.048484848484848485,0.06256585673196113,-0.3678415927856321
Caribou Crossing,positive,329,35.0,0.10909090909090909,0.13041148269918745,-0.2575400220237418
Caribou Crossing,sadness,329,7.0,0.024242424242424242,0.02120217312007962,0.19332183390610364
Caribou Crossing,surprise,329,3.0,0.012121212121212121,0.036466587885671795,-1.5890412400290086
Caribou Crossing,trust,329,5.0,0.01818181818181818,0.06192397008627474,-1.7680014926510417
Catoctin Creek Distillers,anticipation,383,23.0,0.0625,0.054584188292094146,0.1953730916740726
Catoctin Creek Distillers,disgust,383,8.0,0.0234375,0.03530989560699559,-0.5912538653087294
Catoctin Creek Distillers,fear,383,2.0,0.0078125,0.01780227637249029,-1.188205540255419
Catoctin Creek Distillers,joy,383,13.0,0.036458333333333336,0.05542922526541431,-0.6043982320981304
Catoctin Creek Distillers,negative,383,5.0,0.015625,0.06256585673196113,-2.0015193785398164
Catoctin Creek Distillers,positive,383,52.0,0.13802083333333334,0.13041148269918745,0.08181514462180478
Catoctin Creek Distillers,surprise,383,13.0,0.036458333333333336,0.036466587885671795,-3.266044467446151e-4
Catoctin Creek Distillers,trust,383,24.0,0.06510416666666667,0.06192397008627474,0.07225190992718679
Chichibu,anger,1205,11.0,0.009950248756218905,0.01805587484422074,-0.8596638249220967
Chichibu,anticipation,1205,63.0,0.05306799336650083,0.054584188292094146,-0.04064110022601221
Chichibu,disgust,1205,39.0,0.03316749585406302,0.03530989560699559,-0.09030246304260799
Chichibu,fear,1205,14.0,0.012437810945273632,0.01780227637249029,-0.5173291365469852
Chichibu,joy,1205,44.0,0.03731343283582089,0.05542922526541431,-0.5709517490049887
Chichibu,negative,1205,46.0,0.03897180762852405,0.06256585673196113,-0.6829447187622636
Chichibu,positive,1205,98.0,0.08208955223880597,0.13041148269918745,-0.6678003810407135
Chichibu,sadness,1205,6.0,0.005804311774461028,0.02120217312007962,-1.8690152216905611
Chichibu,surprise,1205,25.0,0.02155887230514096,0.036466587885671795,-0.7582934995421853
Chichibu,trust,1205,56.0,0.0472636815920398,0.06192397008627474,-0.38976595686172494
Chivas,anger,5002,105.0,0.021187287627423546,0.01805587484422074,0.2307305838273283
Chivas,anticipation,5002,269.0,0.053967619428342994,0.054584188292094146,-0.016389048267799265
Chivas,disgust,5002,140.0,0.028183090145912453,0.03530989560699559,-0.32524275062379476
Chivas,fear,5002,99.0,0.01998800719568259,0.01780227637249029,0.16707291252660314
Chivas,joy,5002,272.0,0.054567259644213474,0.05542922526541431,-0.02261124950742871
Chivas,negative,5002,410.0,0.08215070957425545,0.06256585673196113,0.3928974681491641
Chivas,positive,5002,720.0,0.14411353188087148,0.13041148269918745,0.14413490302788134
Chivas,sadness,5002,124.0,0.02498500899460324,0.02120217312007962,0.23685059582130383
Chivas,surprise,5002,140.0,0.028183090145912453,0.036466587885671795,-0.3717454103771018
Chivas,trust,5002,353.0,0.07075754547271637,0.06192397008627474,0.19238603396391285
Clynelish,anger,8933,166.0,0.01869263487799418,0.01805587484422074,0.05000161942762819
Clynelish,anticipation,8933,485.0,0.05439892545332438,0.054584188292094146,-0.004904944023402505
Clynelish,disgust,8933,343.0,0.038504589209760465,0.03530989560699559,0.12495784936895618
Clynelish,fear,8933,164.0,0.018468770987239758,0.01780227637249029,0.053026134687140805
Clynelish,joy,8933,492.0,0.055182449070964854,0.05542922526541431,-0.006437356359922935
Clynelish,negative,8933,550.0,0.06167450190284307,0.06256585673196113,-0.020701409271914727
Clynelish,positive,8933,1139.0,0.12760241773002015,0.13041148269918745,-0.03141523947139033
Clynelish,sadness,8933,156.0,0.017573315424222073,0.02120217312007962,-0.2708257422597096
Clynelish,surprise,8933,321.0,0.03604208641146183,0.036466587885671795,-0.016892686971831734
Clynelish,trust,8933,514.0,0.05764495186926349,0.06192397008627474,-0.1033036963590572
Coleburn,anger,263,4.0,0.01893939393939394,0.01805587484422074,0.0689218417857409
Coleburn,anticipation,263,15.0,0.06060606060606061,0.054584188292094146,0.15097897231561933
Coleburn,disgust,263,13.0,0.05303030303030303,0.03530989560699559,0.5867444366692649
Coleburn,fear,263,7.0,0.030303030303030304,0.01780227637249029,0.7674003403861276
Coleburn,joy,263,14.0,0.056818181818181816,0.05542922526541431,0.035705822815486676
Coleburn,negative,263,20.0,0.07954545454545454,0.06256585673196113,0.34640392488049054
Coleburn,positive,263,38.0,0.14772727272727273,0.13041148269918745,0.17986529028355658
Coleburn,sadness,263,5.0,0.022727272727272728,0.02120217312007962,0.1002124295146222
Coleburn,surprise,263,13.0,0.05303030303030303,0.036466587885671795,0.5402417769159581
Coleburn,trust,263,16.0,0.06439393939393939,0.06192397008627474,0.056426942765504154
Colonel E. H. Taylor,anger,873,15.0,0.018306636155606407,0.01805587484422074,0.019898396756233748
Colonel E. H. Taylor,anticipation,873,41.0,0.04805491990846682,0.054584188292094146,-0.18379895504776547
Colonel E. H. Taylor,disgust,873,35.0,0.041189931350114416,0.03530989560699559,0.22221916591182816
Colonel E. H. Taylor,fear,873,12.0,0.014874141876430207,0.01780227637249029,-0.25925529161492505
Colonel E. H. Taylor,joy,873,54.0,0.06292906178489703,0.05542922526541431,0.1830795905894829
Colonel E. H. Taylor,negative,873,46.0,0.05377574370709382,0.06256585673196113,-0.21841999636277712
Colonel E. H. Taylor,positive,873,127.0,0.14645308924485126,0.13041148269918745,0.16736772127916325
Colonel E. H. Taylor,sadness,873,14.0,0.017162471395881007,0.02120217312007962,-0.30495482574016036
Colonel E. H. Taylor,surprise,873,38.0,0.04462242562929062,0.036466587885671795,0.2911937235784573
Colonel E. H. Taylor,trust,873,46.0,0.05377574370709382,0.06192397008627474,-0.2035423969493428
Compass Box,anger,10631,246.0,0.023231753197893154,0.01805587484422074,0.36362970856533516
Compass Box,anticipation,10631,606.0,0.05709179834462001,0.054584188292094146,0.06480040865358024
Compass Box,disgust,10631,402.0,0.03790443942814146,0.03530989560699559,0.10229427322190715
Compass Box,fear,10631,230.0,0.02172686230248307,0.01780227637249029,0.28741811188446414
Compass Box,joy,10631,629.0,0.05925507900677201,0.05542922526541431,0.09629197567652598
Compass Box,negative,10631,867.0,0.081640331075997,0.06256585673196113,0.38390646462848876
Compass Box,positive,10631,1426.0,0.13421745673438676,0.13041148269918745,0.04150142097935069
Compass Box,sadness,10631,245.0,0.023137697516930022,0.02120217312007962,0.12603316421498484
Compass Box,surprise,10631,424.0,0.039973664409330326,0.036466587885671795,0.13247461596569698
Compass Box,trust,10631,769.0,0.07242287434161024,0.06192397008627474,0.22594746717970746
Concannon,anticipation,128,4.0,0.03875968992248062,0.054584188292094146,-0.49392606886181917
Concannon,disgust,128,4.0,0.03875968992248062,0.03530989560699559,0.13448447343422265
Concannon,fear,128,1.0,0.015503875968992248,0.01780227637249029,-0.19943279567867303
Concannon,joy,128,2.0,0.023255813953488372,0.05542922526541431,-1.2530554081366763
Concannon,negative,128,4.0,0.03875968992248062,0.06256585673196113,-0.6908185390757079
Concannon,positive,128,11.0,0.09302325581395349,0.13041148269918745,-0.48740756392233625
Concannon,sadness,128,2.0,0.023255813953488372,0.02120217312007962,0.1333792934498216
Concannon,surprise,128,1.0,0.015503875968992248,0.036466587885671795,-1.2339462812064468
Concannon,trust,128,3.0,0.031007751937984496,0.06192397008627474,-0.9978690345496359
Connemara,anger,2467,46.0,0.019043760129659644,0.01805587484422074,0.07685003878505157
Connemara,anticipation,2467,124.0,0.0506482982171799,0.054584188292094146,-0.1079693028132583
Connemara,disgust,2467,87.0,0.03565640194489465,0.03530989560699559,0.014088573457993761
Connemara,fear,2467,44.0,0.018233387358184763,0.01780227637249029,0.03452087692483781
Connemara,joy,2467,125.0,0.051053484602917344,0.05542922526541431,-0.11863740908407987
Connemara,negative,2467,132.0,0.053889789303079416,0.06256585673196113,-0.21536362218804453
Connemara,positive,2467,272.0,0.11061588330632091,0.13041148269918745,-0.2375123474498038
Connemara,sadness,2467,38.0,0.015802269043760128,0.02120217312007962,-0.4240804121352502
Connemara,surprise,2467,95.0,0.03889789303079417,0.036466587885671795,0.09311679578854577
Connemara,trust,2467,141.0,0.05753646677471637,0.06192397008627474,-0.10602133877111772
Convalmore,anger,588,5.0,0.010186757215619695,0.01805587484422074,-0.8257734568524724
Convalmore,anticipation,588,20.0,0.035653650254668934,0.054584188292094146,-0.6144333093776277
Convalmore,disgust,588,23.0,0.04074702886247878,0.03530989560699559,0.20662231086081004
Convalmore,fear,588,5.0,0.010186757215619695,0.01780227637249029,-0.8053668633647233
Convalmore,joy,588,22.0,0.03904923599320883,0.05542922526541431,-0.5053525212080263
Convalmore,negative,588,28.0,0.04923599320882852,0.06256585673196113,-0.34566220724270486
Convalmore,positive,588,57.0,0.09847198641765705,0.13041148269918745,-0.40528563792312694
Convalmore,sadness,588,10.0,0.01867572156196944,0.02120217312007962,-0.18304815704124403
Convalmore,surprise,588,16.0,0.028862478777589132,0.036466587885671795,-0.337380008363314
Convalmore,trust,588,30.0,0.05263157894736842,0.06192397008627474,-0.23456929256996742
Copper Fox,anger,755,14.0,0.01984126984126984,0.01805587484422074,0.1360360376442776
Copper Fox,anticipation,755,36.0,0.04894179894179894,0.054584188292094146,-0.15741596691805035
Copper Fox,disgust,755,27.0,0.037037037037037035,0.03530989560699559,0.06889613180664586
Copper Fox,fear,755,9.0,0.013227513227513227,0.01780227637249029,-0.4285198695891293
Copper Fox,joy,755,29.0,0.03968253968253968,0.05542922526541431,-0.4821424820471326
Copper Fox,negative,755,51.0,0.06878306878306878,0.06256585673196113,0.1366779153802033
Copper Fox,positive,755,93.0,0.12433862433862433,0.13041148269918745,-0.06879638176367363
Copper Fox,sadness,755,10.0,0.01455026455026455,0.02120217312007962,-0.5431667574318559
Copper Fox,surprise,755,21.0,0.0291005291005291,0.036466587885671795,-0.325529831366968
Copper Fox,trust,755,30.0,0.041005291005291,0.06192397008627474,-0.5946878929605794
Corner Creek,anger,284,3.0,0.014035087719298246,0.01805587484422074,-0.36343024279527203
Corner Creek,anticipation,284,11.0,0.042105263157894736,0.054584188292094146,-0.37448251665687526
Corner Creek,disgust,284,7.0,0.028070175438596492,0.03530989560699559,-0.3310344750819897
Corner Creek,fear,284,3.0,0.014035087719298246,0.01780227637249029,-0.3430236493075228
Corner Creek,joy,284,11.0,0.042105263157894736,0.05542922526541431,-0.39664626176552636
Corner Creek,negative,284,10.0,0.03859649122807018,0.06256585673196113,-0.696905868954623
Corner Creek,positive,284,47.0,0.16842105263157894,0.13041148269918745,0.3690015824488137
Corner Creek,sadness,284,4.0,0.017543859649122806,0.02120217312007962,-0.27324596601282236
Corner Creek,surprise,284,10.0,0.03859649122807018,0.036466587885671795,0.0818944838020007
Corner Creek,trust,284,18.0,0.06666666666666667,0.06192397008627474,0.10646762526509963
Corsair,anger,807,12.0,0.01608910891089109,0.01805587484422074,-0.16638389835387052
Corsair,anticipation,807,44.0,0.055693069306930694,0.054584188292094146,0.029014705251952457
Corsair,disgust,807,26.0,0.03341584158415842,0.03530989560699559,-0.07954034661821185
Corsair,fear,807,16.0,0.02103960396039604,0.01780227637249029,0.2410458182431259
Corsair,joy,807,57.0,0.07178217821782178,0.05542922526541431,0.37297885894119887
Corsair,negative,807,43.0,0.054455445544554455,0.06256585673196113,-0.20029924265431379
Corsair,positive,807,120.0,0.14975247524752475,0.13041148269918745,0.1995089453025615
Corsair,sadness,807,21.0,0.027227722772277228,0.02120217312007962,0.3608641840374221
Corsair,surprise,807,48.0,0.06064356435643564,0.036466587885671795,0.7337793355802208
Corsair,trust,807,49.0,0.06188118811881188,0.06192397008627474,-9.97072103451942e-4
Cragganmore,anger,2268,49.0,0.022036139268400177,0.01805587484422074,0.28740316235921926
Cragganmore,anticipation,2268,131.0,0.05817540766857646,0.054584188292094146,0.09192631736018869
Cragganmore,disgust,2268,103.0,0.045835169678272364,0.03530989560699559,0.376382458438869
Cragganmore,fear,2268,30.0,0.013662406346408109,0.01780227637249029,-0.38185012354088105
Cragganmore,joy,2268,118.0,0.05244601145879242,0.05542922526541431,-0.07981378379897226
Cragganmore,negative,2268,144.0,0.0639048038783605,0.06256585673196113,0.030548817802780636
Cragganmore,positive,2268,255.0,0.1128250330542089,0.13041148269918745,-0.2089837028925756
Cragganmore,sadness,2268,36.0,0.01630674305861613,0.02120217312007962,-0.37874347989146806
Cragganmore,surprise,2268,82.0,0.036579991185544294,0.036466587885671795,0.004479511891394941
Cragganmore,trust,2268,137.0,0.06081974438078449,0.06192397008627474,-0.025958216020550148
Craigellachie,anger,1071,23.0,0.022388059701492536,0.01805587484422074,0.3102611765202156
Craigellachie,anticipation,1071,69.0,0.06529850746268656,0.054584188292094146,0.25856691816126653
Craigellachie,disgust,1071,52.0,0.049440298507462684,0.03530989560699559,0.48561489807554087
Craigellachie,fear,1071,19.0,0.018656716417910446,0.01780227637249029,0.06763336417417101
Craigellachie,joy,1071,60.0,0.05690298507462686,0.05542922526541431,0.03785749367053535
Craigellachie,negative,1071,69.0,0.06529850746268656,0.06256585673196113,0.06167444794737758
Craigellachie,positive,1071,137.0,0.1287313432835821,0.13041148269918745,-0.018707542899841657
Craigellachie,sadness,1071,28.0,0.027052238805970148,0.02120217312007962,0.3515358528217192
Craigellachie,surprise,1071,35.0,0.033582089552238806,0.036466587885671795,-0.11888321479865269
Craigellachie,trust,1071,81.0,0.07649253731343283,0.06192397008627474,0.3048210350339294
Croftengea,anger,43,1.0,0.045454545454545456,0.01805587484422074,1.3319562476195348
Croftengea,anticipation,43,3.0,0.09090909090909091,0.054584188292094146,0.7359414730367753
Croftengea,disgust,43,2.0,0.06818181818181818,0.03530989560699559,0.9493145160539731
Croftengea,joy,43,1.0,0.045454545454545456,0.05542922526541431,-0.2862222720718757
Croftengea,negative,43,1.0,0.045454545454545456,0.06256585673196113,-0.46095099717711346
Croftengea,positive,43,6.0,0.1590909090909091,0.13041148269918745,0.2867804942000686
Croftengea,sadness,43,1.0,0.045454545454545456,0.02120217312007962,1.1002124295146223
Croftengea,trust,43,1.0,0.045454545454545456,0.06192397008627474,-0.44607339776367916
Crown Royal,anger,4930,77.0,0.015818292435611437,0.01805587484422074,-0.19087445238203876
Crown Royal,anticipation,4930,251.0,0.051105252484283104,0.054584188292094146,-0.09501152232713005
Crown Royal,disgust,4930,168.0,0.034272966943824784,0.03530989560699559,-0.04300146724882023
Crown Royal,fear,4930,72.0,0.014804299330764551,0.01780227637249029,-0.26604551887652067
Crown Royal,joy,4930,263.0,0.05353883593591564,0.05542922526541431,-0.050061071577244
Crown Royal,negative,4930,318.0,0.06469276008923139,0.06256585673196113,0.048228697723934004
Crown Royal,positive,4930,651.0,0.13222470087203406,0.13041148269918745,0.019920807509720004
Crown Royal,sadness,4930,106.0,0.021699452443723382,0.02120217312007962,0.03344649705194747
Crown Royal,surprise,4930,162.0,0.033056175218008514,0.036466587885671795,-0.14165540905323434
Crown Royal,trust,4930,251.0,0.051105252484283104,0.06192397008627474,-0.2770263931275845
Cutty Sark,anger,1371,30.0,0.02259475218658892,0.01805587484422074,0.3235194104708948
Cutty Sark,anticipation,1371,67.0,0.04956268221574344,0.054584188292094146,-0.13922883324840027
Cutty Sark,disgust,1371,42.0,0.03134110787172012,0.03530989560699559,-0.1720163775006
Cutty Sark,fear,1371,23.0,0.01749271137026239,0.01780227637249029,-0.025307805707075023
Cutty Sark,joy,1371,50.0,0.03717201166180758,0.05542922526541431,-0.5764300776358952
Cutty Sark,negative,1371,97.0,0.07142857142857142,0.06256585673196113,0.19112569940257967
Cutty Sark,positive,1371,159.0,0.11661807580174927,0.13041148269918745,-0.16127948050568844
Cutty Sark,sadness,1371,26.0,0.01967930029154519,0.02120217312007962,-0.10753321585742423
Cutty Sark,surprise,1371,40.0,0.02988338192419825,0.036466587885671795,-0.2872317873379214
Cutty Sark,trust,1371,67.0,0.04956268221574344,0.06192397008627474,-0.3212437040488548
Dailuaine,anger,1060,13.0,0.013195098963242224,0.01805587484422074,-0.4524661526003287
Dailuaine,anticipation,1060,53.0,0.05089538171536286,0.054584188292094146,-0.1009483470772237
Dailuaine,disgust,1060,37.0,0.03581526861451461,0.03530989560699559,0.020502206498935173
Dailuaine,fear,1060,21.0,0.020735155513666354,0.01780227637249029,0.22001713746711363
Dailuaine,joy,1060,61.0,0.058435438265786996,0.05542922526541431,0.07619671603753195
Dailuaine,negative,1060,40.0,0.03864278982092366,0.06256585673196113,-0.6951763148364971
Dailuaine,positive,1060,125.0,0.11875589066918002,0.13041148269918745,-0.13507182663508657
Dailuaine,sadness,1060,15.0,0.015080113100848256,0.02120217312007962,-0.4915648927628454
Dailuaine,surprise,1060,29.0,0.02827521206409048,0.036466587885671795,-0.3670373710894388
Dailuaine,trust,1060,75.0,0.07163053722902922,0.06192397008627474,0.2100767934024389
Dallas Dhu,anger,829,5.0,0.007228915662650603,0.01805587484422074,-1.3206171592562987
Dallas Dhu,anticipation,829,41.0,0.05060240963855422,0.054584188292094146,-0.1092770117814542
Dallas Dhu,disgust,829,33.0,0.04096385542168675,0.03530989560699559,0.21427894898616678
Dallas Dhu,fear,829,10.0,0.01325301204819277,0.01780227637249029,-0.42574144785240875
Dallas Dhu,joy,829,46.0,0.056626506024096385,0.05542922526541431,0.030830672008771914
Dallas Dhu,negative,829,39.0,0.04819277108433735,0.06256585673196113,-0.3765588098867409
Dallas Dhu,positive,829,115.0,0.13975903614457832,0.13041148269918745,0.09987065967304674
Dallas Dhu,sadness,829,7.0,0.00963855421686747,0.02120217312007962,-1.1373234780823676
Dallas Dhu,surprise,829,31.0,0.03855421686746988,0.036466587885671795,0.08031344798252045
Dallas Dhu,trust,829,56.0,0.06867469879518072,0.06192397008627474,0.14928070880407257
Dalmore,anger,6379,138.0,0.021786833855799374,0.01805587484422074,0.27098823032810776
Dalmore,anticipation,6379,370.0,0.058150470219435736,0.054584188292094146,0.0913077596426442
Dalmore,disgust,6379,246.0,0.038714733542319746,0.03530989560699559,0.1328101569025601
Dalmore,fear,6379,110.0,0.017398119122257052,0.01780227637249029,-0.03313038255754488
Dalmore,joy,6379,352.0,0.055329153605015675,0.05542922526541431,-0.00260698881562979
Dalmore,negative,6379,461.0,0.07241379310344828,0.06256585673196113,0.21088895422400983
Dalmore,positive,6379,816.0,0.1280564263322884,0.13041148269918745,-0.02629124972678678
Dalmore,sadness,6379,175.0,0.027586206896551724,0.02120217312007962,0.37973495813698493
Dalmore,surprise,6379,218.0,0.03432601880877743,0.036466587885671795,-0.08727267483425104
Dalmore,trust,6379,391.0,0.061442006269592474,0.06192397008627474,-0.01127264366340553
Dalwhinnie,anger,3121,41.0,0.013452914798206279,0.01805587484422074,-0.4245495329423166
Dalwhinnie,anticipation,3121,206.0,0.06630365150544523,0.054584188292094146,0.2806052271954891
Dalwhinnie,disgust,3121,119.0,0.03843689942344651,0.03530989560699559,0.122419407600724
Dalwhinnie,fear,3121,36.0,0.01185137732222934,0.01780227637249029,-0.5870069966043779
Dalwhinnie,joy,3121,182.0,0.05861627162075592,0.05542922526541431,0.08065436287155499
Dalwhinnie,negative,3121,219.0,0.07046764894298527,0.06256585673196113,0.17158551300693464
Dalwhinnie,positive,3121,450.0,0.1444586803331198,0.13041148269918745,0.1475859920572337
Dalwhinnie,sadness,3121,41.0,0.013452914798206279,0.02120217312007962,-0.656293351047229
Dalwhinnie,surprise,3121,107.0,0.03459320948110186,0.036466587885671795,-0.07608634559763289
Dalwhinnie,trust,3121,191.0,0.06149903907751442,0.06192397008627474,-0.009934100383134484
Danfield's,anger,712,7.0,0.011220196353436185,0.01805587484422074,-0.6863704001870562
Danfield's,anticipation,712,47.0,0.06732117812061711,0.054584188292094146,0.3025773259513407
Danfield's,disgust,712,19.0,0.028050490883590462,0.03530989560699559,-0.3320465375864114
Danfield's,fear,712,6.0,0.009817671809256662,0.01780227637249029,-0.8586088846417029
Danfield's,joy,712,59.0,0.08415147265077139,0.05542922526541431,0.6023416757300519
Danfield's,negative,712,50.0,0.07152875175315568,0.06256585673196113,0.19314769698779133
Danfield's,positive,712,131.0,0.18513323983169705,0.13041148269918745,0.5054930436943269
Danfield's,sadness,712,15.0,0.02244039270687237,0.02120217312007962,0.08188578170803149
Danfield's,surprise,712,37.0,0.05329593267882188,0.036466587885671795,0.5474502212165048
Danfield's,trust,712,52.0,0.07433380084151472,0.06192397008627474,0.26352040899292917
Deanston,anger,1539,25.0,0.016883116883116882,0.01805587484422074,-0.09688705118433973
Deanston,anticipation,1539,93.0,0.06103896103896104,0.054584188292094146,0.1612473077694462
Deanston,disgust,1539,56.0,0.03701298701298701,0.03530989560699559,0.06795901255259224
Deanston,fear,1539,25.0,0.016883116883116882,0.01780227637249029,-0.0764804576965906
Deanston,joy,1539,85.0,0.05584415584415584,0.05542922526541431,0.010759465685255558
Deanston,negative,1539,96.0,0.06298701298701298,0.06256585673196113,0.009678828065047655
Deanston,positive,1539,244.0,0.1590909090909091,0.13041148269918745,0.2867804942000686
Deanston,sadness,1539,21.0,0.014285714285714285,0.02120217312007962,-0.569638968793047
Deanston,surprise,1539,65.0,0.04285714285714286,0.036466587885671795,0.23296045799299722
Deanston,trust,1539,112.0,0.07337662337662337,0.06192397008627474,0.24482254770654194
Dewars,anger,678,5.0,0.008836524300441826,0.01805587484422074,-1.0309173972667436
Dewars,anticipation,678,43.0,0.06480117820324006,0.054584188292094146,0.24753694606663817
Dewars,disgust,678,23.0,0.035346097201767304,0.03530989560699559,0.0014783704465387425
Dewars,fear,678,8.0,0.013254786450662739,0.01780227637249029,-0.4255483030578384
Dewars,joy,678,39.0,0.05891016200294551,0.05542922526541431,0.08786967720805214
Dewars,negative,678,31.0,0.047128129602356406,0.06256585673196113,-0.408787142784548
Dewars,positive,678,90.0,0.13402061855670103,0.13041148269918745,0.0393840667337262
Dewars,sadness,678,9.0,0.014727540500736377,0.02120217312007962,-0.52569562120545
Dewars,surprise,678,25.0,0.03829160530191458,0.036466587885671795,0.07045292811316786
Dewars,trust,678,56.0,0.08394698085419734,0.06192397008627474,0.43898047079362795
Dufftown,anger,1169,30.0,0.026495726495726495,0.01805587484422074,0.5532913621729403
Dufftown,anticipation,1169,63.0,0.0547008547008547,0.054584188292094146,0.0030802772033057227
Dufftown,disgust,1169,45.0,0.039316239316239315,0.03530989560699559,0.1550527755563602
Dufftown,fear,1169,32.0,0.028205128205128206,0.01780227637249029,0.6638957646322677
Dufftown,joy,1169,55.0,0.04786324786324787,0.05542922526541431,-0.21172854584774106
Dufftown,negative,1169,105.0,0.0905982905982906,0.06256585673196113,0.534108261552616
Dufftown,positive,1169,136.0,0.1170940170940171,0.13041148269918745,-0.1554035407304785
Dufftown,sadness,1169,32.0,0.028205128205128206,0.02120217312007962,0.4117453530396062
